"año";"sector";"actividad";"subactividad";"categoria";"id_ipcc";"tipo_de_gas";"valor_en_toneladas_de_co2e"
"2022";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8c";"CH4";"0.00"
"1990";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.11"
"1991";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.11"
"1992";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.10"
"1993";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.10"
"1994";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.11"
"1995";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.14"
"1996";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.15"
"1997";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"1998";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"1999";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.13"
"2000";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.16"
"2001";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.14"
"2002";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2003";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.18"
"2004";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.19"
"2005";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2006";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.18"
"2007";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2008";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.12"
"2009";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.15"
"2010";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2011";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.16"
"2013";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.20"
"2014";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.16"
"2015";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.17"
"2016";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.14"
"2017";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.16"
"2018";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.20"
"2019";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.18"
"2020";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.16"
"2021";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.20"
"2022";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CO2";"0.20"
"1990";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1991";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1992";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1993";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1994";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1995";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1996";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1997";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1998";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"1999";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2000";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2001";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2002";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2003";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2004";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2005";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2006";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2007";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2008";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2009";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2010";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2011";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2013";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2014";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2015";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2016";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2017";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2018";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2019";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2020";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2021";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2022";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"2B8f";"CH4";"0.00"
"2005";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.13"
"2006";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.08"
"2007";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.08"
"2010";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.06"
"2011";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.00"
"2013";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.24"
"2014";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.85"
"2015";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.91"
"2016";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.65"
"2017";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.68"
"2018";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.44"
"2019";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.60"
"2020";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.45"
"2021";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.41"
"2022";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"2B9a";"HFC";"0.21"
"1990";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.50"
"1991";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"3.41"
"1992";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"2.96"
"1993";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"2.99"
"1994";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"3.83"
"1995";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.23"
"1996";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.85"
"1997";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.16"
"1998";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.30"
"1999";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.72"
"2000";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.27"
"2001";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.72"
"2002";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.27"
"2003";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.84"
"2004";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.88"
"2005";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.43"
"2006";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.17"
"2007";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.33"
"2008";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.26"
"2009";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.74"
"2010";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.29"
"2011";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.92"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.69"
"2013";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.31"
"2014";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.80"
"2015";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"6.35"
"2016";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.95"
"2017";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.40"
"2018";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.77"
"2019";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.93"
"2020";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"4.31"
"2021";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.15"
"2022";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CO2";"5.28"
"1990";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1991";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1992";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1993";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1994";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1995";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1996";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1997";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1998";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1999";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2000";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2001";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2002";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2003";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2004";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2005";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2006";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2007";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2008";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2009";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2010";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2011";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2013";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2014";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2015";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2016";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2017";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2018";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2019";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2020";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2021";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"2022";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"2C1";"CH4";"0.00"
"1990";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1991";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1992";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1993";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1994";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1995";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1996";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1997";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1998";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"1999";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2000";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2001";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.13"
"2002";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2003";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2004";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.04"
"2005";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2006";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2007";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2008";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.07"
"2009";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.04"
"2010";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2011";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2013";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2014";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2015";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2016";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2017";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2018";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2019";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2020";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2021";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"2022";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CO2";"0.05"
"1990";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1991";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1992";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1993";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1994";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1995";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1996";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1997";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1998";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"1999";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
"2000";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"2C2";"CH4";"0.00"
